Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
138,Fort Greene Open Streets Coalition,17390,Brooklyn,WILLOUGHBY AVENUE,WASHINGTON PARK,HALL STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-08T00:00:00,285.279008973,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((992701.8702233881 191236.17171131074, 992987.069784224 191229.43944130838))"
139,Fort Greene Open Streets Coalition,17443,Brooklyn,WILLOUGHBY AVENUE,WASHINGTON PARK,HALL STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-08T00:00:00,271.273408333,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((993521.2750806361 191306.46684631705, 993789.2535473108 191348.6189929694))"
140,North Brooklyn Open Streets Coalition,17517,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,193.806547854,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((993850.5004720539 198320.10209722817, 993816.4779023081 198129.30523473024))"
141,North Brooklyn Open Streets Coalition,17584,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,316.051569004,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((994101.5951142162 198849.71094614267, 993964.4336431324 198564.9736547321))"
142,North Brooklyn Open Streets Coalition,17601,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,250.55582894,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((994209.9905667156 199075.60616365075, 994101.5951142162 198849.71094614267))"
143,North Brooklyn Open Streets Coalition,17607,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,264.896285086,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((994568.3231833875 199814.34156280756, 994450.8106231391 199576.93718197942))"
144,Gertie,17736,Brooklyn,GRAND STREET,MARCY AVENUE,ROEBLING STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,10:00,23:00,10:00,23:00,2021-04-09T00:00:00,469.735548258,11/21/2021 12:00:00 AM,,"MULTILINESTRING ((995798.2390306443 199158.97870031, 996223.2024195492 198958.83474364877))"
145,Gertie,17852,Brooklyn,GRAND STREET,MARCY AVENUE,ROEBLING STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,10:00,23:00,10:00,23:00,2021-04-09T00:00:00,410.698514855,11/21/2021 12:00:00 AM,,"MULTILINESTRING ((996223.2024195492 198958.83474364877, 996592.9917062223 198780.14743697643))"
146,The Washington Market School,18238,Manhattan,STAPLE STREET,DUANE STREET,JAY STREET,approvedFull,"mon,tue,wed,thu,fri",09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,,,,,2021-06-30T00:00:00,244.460065916,07/29/2022 12:00:00 AM,yes,"MULTILINESTRING ((981578.6949632168 200623.26382946968, 981617.8418665528 200864.56912113726))"
147,Restaurant Marc Forgione,18239,Manhattan,READE STREET,HUDSON STREET,GREENWICH STREET,approvedFull,"tue,wed,thu,fri,sat",,,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,,,2021-04-01T00:00:00,525.245753392,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((981697.7367198914 200206.24038530886, 981246.4121632278 200474.92095030844))"
148,Village Community School,18307,Manhattan,WASHINGTON STREET,WEST 10 STREET,CHRISTOPHER STREET,approvedFull,"mon,tue,wed,thu,fri",08:00,16:00,10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,,,,,2021-09-09T00:00:00,276.969779174,06/17/2022 12:00:00 AM,yes,"MULTILINESTRING ((981856.9096298814 206201.3504423052, 981879.0253992975 206477.43584814668))"
149,Greenwich Village Chelsea Chamber of Commerce,18465,Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,19:00,2021-06-05T00:00:00,242.291694352,06/27/2021 12:00:00 AM,,"MULTILINESTRING ((982985.4706929773 206699.12831814587, 982934.0141029656 206935.89293648303))"
150,Greenwich Village Chelsea Chamber of Commerce,18467,Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,19:00,2021-06-05T00:00:00,240.189564655,06/27/2021 12:00:00 AM,,"MULTILINESTRING ((982934.0141029656 206935.89293648303, 982882.9905829728 207170.60047231615))"
151,Greenwich Village Chelsea Chamber of Commerce,18490,Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,19:00,2021-06-05T00:00:00,245.759312071,06/27/2021 12:00:00 AM,,"MULTILINESTRING ((982882.9905829728 207170.60047231615, 982828.9782238007 207410.35097706318))"
152,Greenwich Village Chelsea Chamber of Commerce,18492,Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,19:00,2021-06-05T00:00:00,242.35072107,06/27/2021 12:00:00 AM,,"MULTILINESTRING ((982828.9782238007 207410.35097706318, 982776.9898107201 207647.05982123315))"
153,Meatpacking District Management Association,18508,Manhattan,WEST 13th STREET,9th AVENUE,WASHINGTON STREET,approvedBoth,"mon,tue,wed,thu,fri,sat,sun",10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,2021-04-02T00:00:00,512.377640592,01/03/2022 12:00:00 AM,,"MULTILINESTRING ((982624.5327665508 208976.8832770586, 982176.1445557177 209224.8325843066))"
154,"St Tropez Soho, LLC",18590,Manhattan,SPRING STREET,THOMPSON STREET,SULLIVAN STREET,approvedFull,"wed,thu,fri,sat,sun",,,,,17:00,23:00,17:00,23:00,16:00,00:00,11:00,00:00,11:00,23:00,2021-04-01T00:00:00,249.759021392,11/30/2021 12:00:00 AM,,"MULTILINESTRING ((983523.6618738025 203372.91088922322, 983313.7935271412 203508.3171144724))"
155,Nom Wah Tea Parlor,18631,Manhattan,DOYERS STREET,PELL STREET,BOWERY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-06-01T00:00:00,544.582819493,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((983926.2988637984 205884.88125897944, 983433.9110690504 205652.23408648372))"
156,Greenwich Village Chelsea Chamber of Commerce,18639,Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,19:00,2021-06-05T00:00:00,237.862324908,06/27/2021 12:00:00 AM,,"MULTILINESTRING ((983248.5571090579 206084.9136673063, 983147.6682032198 206300.32006064057))"
157,Blind Tiger,18651,Manhattan,JONES STREET,BLEECKER STREET,WEST 4 STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,17:00,22:00,11:00,23:00,11:00,23:00,2021-04-05T00:00:00,499.568445894,12/04/2021 12:00:00 AM,,"MULTILINESTRING ((983788.7827346325 206083.10920897126, 983335.3912529647 205873.33600647748))"
158,Jeffrey's Grocery,18656,Manhattan,WAVERLY PLACE,7th AVENUE SOUTH,CHRISTOPHER STREET,approvedFull,"thu,fri,sat,sun",,,,,,,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,2021-04-08T00:00:00,240.557868458,11/29/2023 12:00:00 AM,,"MULTILINESTRING ((983864.7143412977 206871.49673980474, 983813.2577513009 207106.486755386))"
159,Jeffrey's Grocery,18659,Manhattan,WAVERLY PLACE,7th AVENUE SOUTH,CHRISTOPHER STREET,approvedFull,"thu,fri,sat,sun",,,,,,,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,2021-04-08T00:00:00,238.587641309,11/29/2023 12:00:00 AM,,"MULTILINESTRING ((983915.7116146386 206638.42305897176, 983864.7143412977 206871.49673980474))"
160,SoHo Broadway Initiative,18781,Manhattan,PRINCE STREET,BROADWAY,MERCER STREET,approvedFull,sat,,,,,,,,,,,08:00,08:00,,,2021-10-09T00:00:00,264.893464528,10/30/2021 12:00:00 AM,no,"MULTILINESTRING ((984863.5282885581 203137.8621467203, 984641.7140996307 203282.66205397248))"
161,MacDougal Merchants Association,18792,Manhattan,MAC DOUGAL STREET,WEST 3rd STREET,WEST 8th STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,10:00,23:00,2021-04-02T00:00:00,265.326556862,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((984215.573219642 205395.43046621978, 984359.4607271403 205618.3532487303))"
162,Judson Memorial Church,18800,Manhattan,THOMPSON STREET,WASHINGTON SQUARE SOUTH,WEST 3rd STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,2021-03-27T00:00:00,264.665258106,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((984636.2223127186 205123.6130964756, 984783.9615185559 205343.20550505817))"
163,Village Alliance,18817,Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,approvedLimited,sun,,,,,,,,,,,,,08:30,13:30,2021-04-19T00:00:00,254.764041519,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((984634.2075529695 206045.41571481526, 984496.6750196368 205830.96404397488))"
164,Bayard Rustin Educational Campus (02M440),18842,Manhattan,WEST 18th STREET,9th AVENUE,8th AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,,,,,2021-09-01T00:00:00,899.13851797,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((984054.8612707257 209702.64002764225, 983268.1046421379 210137.9147476405))"
165,Mari Makan LLC,18892,Manhattan,SPRING STREET,MOTT STREET,ELIZABETH STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,00:00,12:00,00:00,12:00,00:00,12:00,00:00,12:00,00:00,10:00,00:00,10:00,00:00,2021-04-01T00:00:00,239.146619755,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((985717.2933133096 202071.73534198105, 985506.7192593813 202185.09174256027))"
166,Peasant,18893,Manhattan,ELIZABETH STREET,SPRING STREET,PRINCE STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,11:00,23:00,11:00,23:00,2021-04-01T00:00:00,537.414107277,10/31/2022 12:00:00 AM,,"MULTILINESTRING ((985717.2933133096 202071.73534198105, 985870.2651202232 202586.9183667302))"
167,Village Alliance,18942,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,168.055121653,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((985602.4769418836 205678.74321980774, 985693.9531368911 205819.72062814236))"
168,Village Alliance,18965,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,245.576075259,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((985830.0880352259 206027.40426789224, 985964.070706889 206233.21061481535))"
169,Village Alliance,18967,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,249.365243597,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((985964.070706889 206233.21061481535, 986100.415578559 206442.0002234727))"
170,Winston Preparatory School,18974,Manhattan,WEST 16th STREET,7th AVENUE,AVENUE OF THE AMERICAS,approvedFull,"mon,tue,wed,thu,fri",08:45,15:00,08:45,15:00,08:30,12:30,08:30,15:00,08:30,15:00,,,,,2021-09-15T00:00:00,899.063746029,06/17/2022 12:00:00 AM,yes,"MULTILINESTRING ((985392.9691587985 208402.85260097682, 984606.3270312995 208838.17981430888))"
171,PS 42M,18998,Manhattan,HESTER STREET,ORCHARD STREET,LUDLOW STREET,approvedFull,"mon,tue,wed,thu,fri",07:45,14:45,07:45,14:45,07:45,14:45,07:45,14:45,07:45,14:45,,,,,2021-09-13T00:00:00,224.359486276,06/28/2022 12:00:00 AM,yes,"MULTILINESTRING ((986867.0580741316 200062.80563281476, 986658.7514041364 200146.14536114037))"
172,Lower East Side Partnership,18999,Manhattan,ORCHARD STREET,GRAND STREET,DELANCEY STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-26T00:00:00,360.746758793,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((986826.841619134 200575.18321697414, 986956.9529074728 200911.64907947183))"
173,Lower East Side Partnership,19001,Manhattan,BROOME STREET,ALLEN STREET,LUDLOW STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-26T00:00:00,143.869813535,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((986956.9529074728 200911.64907947183, 986823.1474008113 200964.5131469816))"
174,303 Canary LLC,19002,Manhattan,BROOME STREET,FORSYTH STREET,ELDRIDGE STREET,approvedFull,"tue,wed,thu,fri,sat,sun",,,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,12:30,00:00,12:30,00:00,2021-04-02T00:00:00,261.053684941,10/01/2021 12:00:00 AM,,"MULTILINESTRING ((986537.4065024704 201078.95845614374, 986295.1592835486 201176.24828781188))"
175,Von Design Ltd,19008,Manhattan,BLEECKER STREET,MOTT STREET,BOWERY,approvedFull,"wed,thu,fri,sat,sun",,,,,17:00,23:00,17:00,23:00,17:00,23:00,11:00,23:00,11:00,23:00,2021-04-16T00:00:00,210.520477784,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((986178.1877327263 203581.22084006667, 985979.9663443863 203652.1232573092))"
176,Fourth Arts Block (aka FABnyc),19015,Manhattan,EAST 4th STREET,BOWERY,2nd AVENUE,approvedFull,thu,,,,,,,16:00,21:00,,,,,,,2021-05-06T00:00:00,674.830860057,10/14/2021 12:00:00 AM,,"MULTILINESTRING ((986591.0943872184 204179.75113905966, 987179.5443257987 203849.41288897395))"
177,Grace Church School,19032,Manhattan,EAST 10th STREET,4th AVENUE,BROADWAY,approvedFull,"mon,tue,wed,thu,fri",07:45,16:00,07:45,16:00,07:45,04:00,07:45,16:00,07:45,16:00,,,,,2021-09-13T00:00:00,338.694751561,06/15/2022 12:00:00 AM,yes,"MULTILINESTRING ((986616.5300318897 205871.6430964768, 986912.9897408038 205707.85733480752))"
178,Village Alliance,19040,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,268.595593084,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((986100.415578559 206442.0002234727, 986247.0032118857 206667.06834289432))"
179,Village Alliance,19041,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,266.243415049,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((986247.0032118857 206667.06834289432, 986392.9806102216 206889.7253778875))"
180,Lower East Side Partnership,19083,Manhattan,BROOME STREET,ALLEN STREET,LUDLOW STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-26T00:00:00,226.855262872,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((987167.6352288872 200827.5285128057, 986956.9529074728 200911.64907947183))"
181,Planning and Urban Design Manager,19092,Manhattan,RIVINGTON STREET,ALLEN STREET,LUDLOW STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,2021-04-26T00:00:00,139.06484662,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((987136.4637033045 201754.26911339164, 987267.3000558019 201707.14289531112))"
182,Rivington East Merchants Association Corp.,19099,Manhattan,RIVINGTON STREET,NORFOLK STREET,ESSEX STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,11:00,23:00,11:00,23:00,2021-04-09T00:00:00,235.884858953,04/08/2022 12:00:00 AM,,"MULTILINESTRING ((987702.9491188824 201534.12191589177, 987922.1120663881 201446.89079114795))"
183,Village Alliance,19126,Manhattan,ST MARKS PLACE,2nd AVENUE,3rd AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,16:30,00:00,11:30,00:00,11:30,00:00,2021-04-10T00:00:00,709.31770564,04/10/2022 12:00:00 AM,,"MULTILINESTRING ((987048.9409124702 205075.4832714796, 987666.557787478 204726.65522897243))"
184,Flatiron 23rd Street Partnership,19174,Manhattan,BROADWAY,WEST 25th STREET,WEST 28th STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-09T00:00:00,281.787537473,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((987254.8525741398 209985.67456656694, 987294.6064316332 210264.64382489026))"
185,St. Marks Business Coalition,19224,Manhattan,ST MARKS PLACE,1st AVENUE,AVENUE A,approvedFull,"fri,sat,sun",,,,,,,,,16:30,23:00,11:30,23:00,11:30,22:00,2021-04-03T00:00:00,697.830910481,01/03/2022 12:00:00 AM,,"MULTILINESTRING ((988325.6512855589 204361.59985671937, 988936.3652872145 204023.96634563804))"
186,Friends Seminary,19242,Manhattan,RUTHERFORD PLACE,EAST 15th STREET,EAST 17th STREET,approvedFull,"mon,tue,wed,thu,fri",07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,,,,,2021-09-10T00:00:00,267.029198352,08/05/2022 12:00:00 AM,yes,"MULTILINESTRING ((988469.7910891324 206700.4442603886, 988339.6604438871 206467.26920181513))"
187,NYCDOT,19292,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,241.713303818,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((989341.0022732168 203231.8399771452, 989457.3878672272 203443.68830673397))"
188,NYCDOT,19293,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,253.688841,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((989457.3878672272 203443.68830673397, 989583.0526421368 203664.06614680588))"
189,NYCDOT,19302,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,250.569248544,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((989818.8963305503 204097.0039292276, 989940.0706288815 204316.32501289248))"
190,Flatiron 23rd Street Partnership,19509,Manhattan,BROADWAY,WEST 25th STREET,WEST 28th STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-09T00:00:00,277.223703116,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((987333.9797124714 210533.2653348893, 987372.6928896308 210807.7726598978))"
191,Times Square Alliance,19577,Manhattan,BROADWAY,WEST 42 STREET,WEST 41 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,08:00,20:00,08:00,20:00,2021-05-11T00:00:00,289.221841582,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((987951.2553808093 214359.419427976, 988016.2519699782 214641.24333938956))"
192,Times Square Alliance,19685,Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-11T00:00:00,262.819567055,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((988450.4440149665 216210.698861897, 988540.3749374747 216457.6534204781))"
193,Times Square Alliance,19687,Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-11T00:00:00,262.658838604,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((988540.3749374747 216457.6534204781, 988668.225731641 216687.0958749801))"
194,Times Square Alliance,19695,Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-11T00:00:00,260.62899967,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((988784.8298291415 216920.91758580506, 988899.4719883054 217154.97879748046))"
195,Columbus Avenue Business Improvement District,19859,Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,approvedFull,sun,,,,,,,,,,,,,10:00,21:00,2021-08-29T00:00:00,263.344037077,11/14/2021 12:00:00 AM,no,"MULTILINESTRING ((989731.028724134 221808.86089389026, 989859.3280082196 222038.83779613674))"
196,"Parent Teacher Association of PS 199, Inc.",19860,Manhattan,WEST 70th STREET,WEST END AVENUE,AMSTERDAM AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:15,15:15,08:15,15:15,08:15,15:15,08:15,15:15,08:15,15:15,,,,,2021-09-13T00:00:00,901.279752026,06/22/2022 12:00:00 AM,yes,"MULTILINESTRING ((989073.4381757975 222472.7024139762, 988279.8108260483 222899.85674339533))"
197,Columbus Avenue Business Improvement District,19868,Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,approvedFull,sun,,,,,,,,,,,,,10:00,21:00,2021-08-29T00:00:00,257.049185853,11/14/2021 12:00:00 AM,no,"MULTILINESTRING ((989859.3280082196 222038.83779613674, 989986.3891057968 222262.28748047352))"
198,Columbus Avenue Business Improvement District,19869,Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,approvedFull,sun,,,,,,,,,,,,,10:00,21:00,2021-08-29T00:00:00,284.788746056,11/14/2021 12:00:00 AM,no,"MULTILINESTRING ((989986.3891057968 222262.28748047352, 990121.3904762268 222513.04485297203))"
199,North Brooklyn Open Streets Coalition,19976,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,214.028052064,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((994943.637721464 200279.85572364926, 994808.1721131355 200114.15395531058))"
200,North Brooklyn Open Streets Coalition,20002,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,259.50330909,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((995447.0422264636 200898.3062583953, 995283.4336298108 200696.87588697672))"
201,North Brooklyn Open Streets Coalition,20020,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,261.615632857,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((995612.662302047 201100.82225756347, 995447.0422264636 200898.3062583953))"
202,North Brooklyn Open Streets Coalition,20111,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,260.518460416,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((996271.4864437282 201906.13888838887, 996106.5720753819 201704.46311064065))"
203,North Brooklyn Open Streets Coalition,20128,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,259.552228658,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((996435.5638714731 202107.25069089234, 996271.4864437282 201906.13888838887))"
204,Oliver H. Perry Public School 34,20335,Brooklyn,ECKFORD STREET,NORMAN AVENUE,MESEROLE AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,,2021-09-13T00:00:00,661.198708443,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((998100.0592301339 203784.60658814013, 997836.7884312272 204391.13129372895))"
205,NYCDOT,20429,Brooklyn,RUSSELL STREET,NASSAU AVENUE,DRIGGS AVENUE,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,924.836780301,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((999748.996549055 202728.29341205955, 999633.3406123817 203645.8699889779))"
206,Alliance for Kips Bay,20561,Manhattan,EAST 36 STREET,1st AVENUE,2nd AVENUE,approvedFull,"sat,sun",,,,,,,,,,,09:30,16:30,09:30,16:30,2021-04-19T00:00:00,555.199142611,12/06/2021 12:00:00 AM,,"MULTILINESTRING ((991362.4729678035 210997.31427556276, 991848.613727808 210729.14781714976))"
