Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
72,Stone Street Community Association,13011,Manhattan,STONE STREET,HANOVER SQUARE,COENTIES SLIP,approvedFull,"mon,tue,wed,thu,fri,sat,sun",10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,2021-09-25T00:00:00,122.538611464,12/31/2022 12:00:00 AM,no,"MULTILINESTRING ((981457.6587879658 195964.71901272237, 981547.3039498925 196048.26215273142))"
73,Alliance for Downtown New York,13012,Manhattan,PEARL STREET,BROAD STREET,WALL STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,12:00,23:00,2021-05-14T00:00:00,195.862334825,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((981628.1866621375 195958.1212568879, 981781.6771688014 196079.78768022358))"
74,The Willowtown Association,13270,Brooklyn,JORALEMON STREET,HICKS STREET,FURMAN STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-01T00:00:00,254.144382857,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((984912.7083083093 191976.75717239082, 985159.994559139 191918.1152293086))"
75,The Willowtown Association,13271,Brooklyn,JORALEMON STREET,HICKS STREET,FURMAN STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-01T00:00:00,200.370158403,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((984717.6398008019 192022.54448239505, 984912.7083083093 191976.75717239082))"
76,Mary McDowell Friends School,13330,Brooklyn,AITKEN PLACE,CLINTON STREET,SIDNEY PLACE,approvedFull,"mon,tue,wed,thu,fri",11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,,,,,2021-09-13T00:00:00,302.274466076,06/17/2022 12:00:00 AM,yes,"MULTILINESTRING ((985784.8784799725 191551.9945704788, 986069.4418872148 191450.04595547915))"
77,Brooklyn Heights Synagogue Preschool,13349,Brooklyn,REMSEN STREET,CLINTON STREET,HENRY STREET,approvedFull,"mon,tue,wed,thu,fri",09:15,15:00,09:15,15:00,09:15,15:00,09:15,15:00,09:15,15:00,,,,,2021-07-01T00:00:00,552.767301199,06/30/2022 12:00:00 AM,,"MULTILINESTRING ((985741.8831591308 192166.0878304839, 986261.836187467 191978.46976739168))"
78,Imagine Early Learning Centers @ Brooklyn Heights,13437,Brooklyn,MONROE PLACE,CLARK STREET,PIERREPONT STREET,approvedFull,"mon,tue,wed,thu,fri",09:30,16:00,09:30,16:00,09:30,16:00,09:30,16:00,09:30,16:00,,,,,2021-10-04T00:00:00,778.709667757,08/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((986433.7160930485 193297.70630213618, 986168.319642216 192565.6178713143))"
79,Dumbo Improvement District,13457,Brooklyn,MAIN STREET,WATER STREET,PLYMOUTH STREET,approvedFull,"fri,sat,sun",,,,,,,,,11:00,21:00,11:00,21:00,11:00,21:00,2021-04-23T00:00:00,242.63403424,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((986838.298617214 195732.26212856174, 986836.5135158002 195489.63466106355))"
80,Cervo's,13489,Manhattan,CANAL STREET,ESSEX STREET,ORCHARD STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",15:00,23:00,15:00,23:00,15:00,23:00,15:00,23:00,15:00,23:00,12:00,23:00,10:00,23:00,2021-04-01T00:00:00,157.959579593,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((986960.7852488905 199556.65146139264, 986812.4584458023 199610.96893805265))"
81,Atlantic Avenue District Management Association Inc.,13497,Brooklyn,HOYT STREET,SCHERMERHORN STREET,ATLANTIC AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-23T00:00:00,260.548486291,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((987974.6221319735 190085.41581073403, 987854.9074763805 189853.99862264097))"
82,Boerum Hill Association,13498,Brooklyn,STATE STREET,SMITH STREET,NEVINS STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-24T00:00:00,675.532356638,11/13/2021 12:00:00 AM,,"MULTILINESTRING ((987974.6221319735 190085.41581073403, 988576.189170301 189778.07062488794))"
83,Office Ho Jonot,13564,Manhattan,JEFFERSON STREET,EAST BROADWAY,MADISON STREET,approvedLimited,"thu,fri,sat,sun",,,,,,,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,2021-06-24T00:00:00,272.111257433,12/25/2021 12:00:00 AM,,"MULTILINESTRING ((987410.0330380499 199230.9861022234, 987442.2311363816 198960.7865113914))"
84,Flatbush Development Corporation,15874,Brooklyn,NEWKIRK AVENUE,CONEY ISLAND AVENUE,EAST 17th STREET,approvedFull,sun,,,,,,,,,,,,,12:00,20:00,2021-07-11T00:00:00,285.003920543,08/29/2021 12:00:00 AM,,"MULTILINESTRING ((993700.0978857279 170361.40014073253, 993941.0025876313 170513.6898624003))"
85,Flatbush Development Corporation,15876,Brooklyn,NEWKIRK AVENUE,CONEY ISLAND AVENUE,EAST 17th STREET,approvedFull,sun,,,,,,,,,,,,,12:00,20:00,2021-07-11T00:00:00,284.450266873,08/29/2021 12:00:00 AM,,"MULTILINESTRING ((993941.0025876313 170513.6898624003, 994181.569691807 170665.47728846967))"
86,Flatbush Development Corporation,15935,Brooklyn,NEWKIRK AVENUE,CONEY ISLAND AVENUE,EAST 17th STREET,approvedFull,sun,,,,,,,,,,,,,12:00,20:00,2021-07-11T00:00:00,161.759499545,08/29/2021 12:00:00 AM,,"MULTILINESTRING ((994422.1466384679 170817.87888656557, 994559.1214301437 170903.92563048005))"
87,The Berkeley Carroll School,16560,Brooklyn,CARROLL STREET,6th AVENUE,7th AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,,,,,2021-09-20T00:00:00,778.747258026,05/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((990123.9124528021 184898.80151206255, 990817.6026664674 184544.90720672905))"
88,Park Slope Fifth Avenue Business Improvement District,16578,Brooklyn,5th AVENUE,STERLING PLACE,BERKELEY PLACE,approvedFull,"sat, sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,257.752308918,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((990025.2282669693 186407.0104378909, 989908.5588808805 186177.17461147904))"
89,Park Slope Fifth Avenue Business Improvement District,16593,Brooklyn,5th AVENUE,DEAN STREET,PARK PLACE,approvedFull,"sat,sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,220.080252233,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((990383.2006481439 187101.51364205778, 990282.5604294688 186905.7922487259))"
90,Park Slope Fifth Avenue Business Improvement District,16594,Brooklyn,5th AVENUE,DEAN STREET,PARK PLACE,approvedFull,"sat,sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,40.0511449817,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((990402.6887981445 187136.50372956693, 990383.2006481439 187101.51364205778))"
91,The Berkeley Carroll School,16652,Brooklyn,LINCOLN PLACE,7th AVENUE,8th AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,10:00,15:00,,,,,2021-09-20T00:00:00,778.976760641,05/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((991296.1056464761 185467.579573974, 991989.8545870483 185113.2955056429))"
92,Prospect Heights Neighborhood Development Council,16767,Brooklyn,UNDERHILL AVENUE,ATLANTIC AVENUE,ST JOHNS PLACE,approvedLimited,"mon,tue,wed,thu,fri",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,16:00,,,,,2021-04-05T00:00:00,331.714740011,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((993598.5295193046 185631.72327455878, 993510.7311384678 185311.83874373138))"
93,Prospect Heights Neighborhood Development Council,16769,Brooklyn,UNDERHILL AVENUE,ATLANTIC AVENUE,ST JOHNS PLACE,approvedLimited,"mon,tue,wed,thu,fri",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,16:00,,,,,2021-04-05T00:00:00,332.84278868,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((993687.4656931311 185952.46410289407, 993598.5295193046 185631.72327455878))"
94,Prospect Heights Neighborhood Development Council,16776,Brooklyn,UNDERHILL AVENUE,ATLANTIC AVENUE,ST JOHNS PLACE,approvedLimited,"mon,tue,wed,thu,fri",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,16:00,,,,,2021-04-05T00:00:00,289.876427181,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((993938.8339568079 186872.8297162205, 993862.9213789701 186593.06977705657))"
95,Prospect Heights Neighborhood Development Council,16778,Brooklyn,VANDERBILT AVENUE,ATLANTIC AVENUE,PARK PLACE,approvedFull,"fri,sat,sun",,,,,,,,,16:00,23:00,11:00,22:00,11:00,22:00,2021-04-02T00:00:00,290.652637611,11/21/2021 12:00:00 AM,,"MULTILINESTRING ((993138.0245348066 187092.3768493086, 993062.4630061388 186811.71796180308))"
96,Prospect Heights Neighborhood Development Council,16779,Brooklyn,VANDERBILT AVENUE,ATLANTIC AVENUE,PARK PLACE,approvedFull,"fri,sat,sun",,,,,,,,,16:00,23:00,11:00,22:00,11:00,22:00,2021-04-02T00:00:00,289.384405448,11/21/2021 12:00:00 AM,,"MULTILINESTRING ((993214.3534503877 187371.51343014836, 993138.0245348066 187092.3768493086))"
97,Explore Exceed Charter School,16836,Brooklyn,ST MARKS AVENUE,GRAND AVENUE,CLASSON AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,,,,,2021-08-30T00:00:00,895.876068139,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((994638.3171378821 186035.41669289768, 995502.0982187241 185797.76953040063))"
98,Prospect Heights Neighborhood Development Council,16843,Brooklyn,UNDERHILL AVENUE,ATLANTIC AVENUE,ST JOHNS PLACE,approvedLimited,"mon,tue,wed,thu,fri",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,16:00,,,,,2021-04-05T00:00:00,289.863734896,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((994015.4801289737 187152.3764012307, 993938.8339568079 186872.8297162205))"
99,Bridge Street Development Corporation,17270,Brooklyn,TOMPKINS AVENUE,GATES AVENUE,HALSEY STREET,approvedFull,sun,,,,,,,,,,,,,10:00,20:00,2021-05-02T00:00:00,270.156503579,10/03/2021 12:00:00 AM,,"MULTILINESTRING ((999730.0664688051 188741.0615440607, 999770.8964396417 188474.00827239454))"
100,Bridge Street Development Corporation,17272,Brooklyn,TOMPKINS AVENUE,GATES AVENUE,HALSEY STREET,approvedFull,sun,,,,,,,,,,,,,10:00,20:00,2021-05-02T00:00:00,269.732793492,10/03/2021 12:00:00 AM,,"MULTILINESTRING ((999811.4209648818 188206.98124739528, 999852.2348596305 187940.3541559726))"
101,Bridge Street Development Corporation,17278,Brooklyn,TOMPKINS AVENUE,GATES AVENUE,HALSEY STREET,approvedFull,sun,,,,,,,,,,,,,10:00,20:00,2021-05-02T00:00:00,270.066276963,10/03/2021 12:00:00 AM,,"MULTILINESTRING ((999608.0749148875 189542.07404963672, 999648.7346104681 189275.08606655896))"
102,Fort Greene Open Streets Coalition,17336,Brooklyn,WILLOUGHBY AVENUE,WASHINGTON PARK,HALL STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-08T00:00:00,273.836003866,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((991587.3124131411 191288.291029647, 991860.9598317146 191278.12996073067))"
103,Fort Greene Open Streets Coalition,17386,Brooklyn,WILLOUGHBY AVENUE,WASHINGTON PARK,HALL STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-08T00:00:00,285.4705185,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((992416.7362792194 191250.0299513042, 992701.8702233881 191236.17171131074))"
104,Fort Greene Open Streets Coalition,17394,Brooklyn,WILLOUGHBY AVENUE,WASHINGTON PARK,HALL STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-08T00:00:00,269.067995932,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((992987.069784224 191229.43944130838, 993253.6972037256 191265.59750548005))"
105,Fort Greene Open Streets Coalition,17439,Brooklyn,WILLOUGHBY AVENUE,WASHINGTON PARK,HALL STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-08T00:00:00,270.681035967,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((993253.6972037256 191265.59750548005, 993521.2750806361 191306.46684631705))"
106,Hall Street Block Association,17453,Brooklyn,HALL STREET,PARK AVENUE,MYRTLE AVENUE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-14T00:00:00,821.236968575,04/15/2023 12:00:00 AM,,"MULTILINESTRING ((993578.1089564711 192729.14149439335, 993704.3160531372 191917.66017772257))"
107,North Brooklyn Open Streets Coalition,17603,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,301.504393706,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((994340.3023139685 199347.49538365006, 994209.9905667156 199075.60616365075))"
108,North Brooklyn Open Streets Coalition,17605,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,254.667676034,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((994450.8106231391 199576.93718197942, 994340.3023139685 199347.49538365006))"
109,North Brooklyn Open Streets Coalition,17611,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,219.232998831,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((994703.8186473101 199986.69029948115, 994568.3231833875 199814.34156280756))"
110,Beginning with Children Charter School 2,17914,Brooklyn,HEYWARD STREET,MARCY AVENUE,HARRISON AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,,2021-08-23T00:00:00,695.503327882,04/29/2022 12:00:00 AM,yes,"MULTILINESTRING ((997056.0455701351 195470.64880664647, 997585.6832903922 195921.43563473225))"
111,Yeshivat Darchei Eres,15125,Brooklyn,LOCUST AVENUE,CONEY ISLAND AVENUE,EAST 12th STREET,approvedFull,"mon,tue,wed,thu",10:00,14:00,10:00,14:00,22:00,14:00,22:00,14:00,,,,,,,2021-09-01T00:00:00,290.254727359,06/16/2022 12:00:00 AM,yes,"MULTILINESTRING ((994274.7063165605 164435.71579788625, 994540.4964673817 164552.34942288697))"
112,M.S. 839,15770,Brooklyn,EAST 7th STREET,CATON AVENUE,KERMIT PLACE,approvedFull,"mon,tue,wed,thu,fri",08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,2021-09-13T00:00:00,294.337017098,06/28/2022 12:00:00 AM,yes,"MULTILINESTRING ((991556.7448889762 175507.86720997095, 991602.2175670564 175217.06398580968))"
113,Flatbush Development Corporation,15869,Brooklyn,NEWKIRK AVENUE,CONEY ISLAND AVENUE,EAST 17th STREET,approvedFull,sun,,,,,,,,,,,,,12:00,20:00,2021-07-11T00:00:00,399.186005223,08/29/2021 12:00:00 AM,,"MULTILINESTRING ((993357.5359068066 170156.45927764475, 993700.0978857279 170361.40014073253))"
114,Flatbush Development Corporation,15929,Brooklyn,NEWKIRK AVENUE,CONEY ISLAND AVENUE,EAST 17th STREET,approvedFull,sun,,,,,,,,,,,,,12:00,20:00,2021-07-11T00:00:00,284.786787557,08/29/2021 12:00:00 AM,,"MULTILINESTRING ((994181.569691807 170665.47728846967, 994422.1466384679 170817.87888656557))"
115,Flatbush Development Corporation,15936,Brooklyn,NEWKIRK AVENUE,CONEY ISLAND AVENUE,EAST 17th STREET,approvedFull,sun,,,,,,,,,,,,,12:00,20:00,2021-07-11T00:00:00,122.688672892,08/29/2021 12:00:00 AM,,"MULTILINESTRING ((994559.1214301437 170903.92563048005, 994663.0126265585 170969.18763905764))"
116,Flatbush Development Corporation,15939,Brooklyn,NEWKIRK AVENUE,CONEY ISLAND AVENUE,EAST 17th STREET,approvedFull,sun,,,,,,,,,,,,,12:00,20:00,2021-07-11T00:00:00,295.360620884,08/29/2021 12:00:00 AM,,"MULTILINESTRING ((994663.0126265585 170969.18763905764, 994912.1984798908 171127.75720381737))"
117,St. Saviour Catholic Academy,16541,Brooklyn,7th STREET,PROSPECT PARK WEST,8th AVENUE,approvedFull,"mon,tue,wed,thu,fri",11:30,13:30,11:30,13:30,11:30,13:30,11:30,13:30,11:30,13:30,,,,,2021-09-08T00:00:00,781.939686996,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((990293.8110631406 182272.87106838822, 990954.5476025492 181854.71212780476))"
118,Park Slope Fifth Avenue Business Improvement District,16579,Brooklyn,5th AVENUE,STERLING PLACE,BERKELEY PLACE,approvedFull,"sat, sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,41.9142882716,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((990045.0904319733 186443.9198128879, 990025.2282669693 186407.0104378909))"
119,Park Slope Fifth Avenue Business Improvement District,16582,Brooklyn,5th AVENUE,STERLING PLACE,BERKELEY PLACE,approvedFull,"sat, sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,260.138995659,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((990164.0012833923 186675.29074122012, 990045.0904319733 186443.9198128879))"
120,Park Slope Fifth Avenue Business Improvement District,16596,Brooklyn,5th AVENUE,DEAN STREET,PARK PLACE,approvedFull,"sat,sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,220.787496415,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((990502.8096608818 187333.2851601392, 990402.6887981445 187136.50372956693))"
121,Park Slope Fifth Avenue Business Improvement District,16598,Brooklyn,5th AVENUE,DEAN STREET,PARK PLACE,approvedFull,"sat,sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,260.151509555,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((990622.4042379707 187564.31750647724, 990502.8096608818 187333.2851601392))"
122,Park Slope Fifth Avenue Business Improvement District,16599,Brooklyn,5th AVENUE,DEAN STREET,PARK PLACE,approvedFull,"sat,sun",,,,,,,,,,,11:00,22:30,11:00,22:00,2021-04-03T00:00:00,258.804595776,12/18/2021 12:00:00 AM,,"MULTILINESTRING ((990740.8636467159 187794.42006464303, 990622.4042379707 187564.31750647724))"
123,Fort Greene Open Streets Coalition,16691,Brooklyn,SOUTH PORTLAND AVENUE,DEKALB AVENUE,FULTON STREET,approvedLimited,mon,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-09-08T00:00:00,324.69433415,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((991289.2910275608 189642.56236572564, 991338.3660606444 189321.59811264277))"
124,Prospect Heights Neighborhood Development Council,16731,Brooklyn,VANDERBILT AVENUE,ATLANTIC AVENUE,PARK PLACE,approvedFull,"fri,sat,sun",,,,,,,,,16:00,23:00,11:00,22:00,11:00,22:00,2021-04-02T00:00:00,332.340103691,11/21/2021 12:00:00 AM,,"MULTILINESTRING ((992887.1821887195 186172.44725872576, 992799.0426012278 185852.00793898106))"
125,Prospect Heights Neighborhood Development Council,16733,Brooklyn,VANDERBILT AVENUE,ATLANTIC AVENUE,PARK PLACE,approvedFull,"fri,sat,sun",,,,,,,,,16:00,23:00,11:00,22:00,11:00,22:00,2021-04-02T00:00:00,331.918439237,11/21/2021 12:00:00 AM,,"MULTILINESTRING ((992975.0688239783 186492.5187970549, 992887.1821887195 186172.44725872576))"
126,Prospect Heights Neighborhood Development Council,16765,Brooklyn,UNDERHILL AVENUE,ATLANTIC AVENUE,ST JOHNS PLACE,approvedLimited,"mon,tue,wed,thu,fri",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,16:00,,,,,2021-04-05T00:00:00,328.847440519,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((993510.7311384678 185311.83874373138, 993421.1716063023 184995.42172564566))"
127,Prospect Heights Neighborhood Development Council,16771,Brooklyn,VANDERBILT AVENUE,ATLANTIC AVENUE,PARK PLACE,approvedFull,"fri,sat,sun",,,,,,,,,16:00,23:00,11:00,22:00,11:00,22:00,2021-04-02T00:00:00,330.946898839,11/21/2021 12:00:00 AM,,"MULTILINESTRING ((993062.4630061388 186811.71796180308, 992975.0688239783 186492.5187970549))"
128,Prospect Heights Neighborhood Development Council,16772,Brooklyn,UNDERHILL AVENUE,ATLANTIC AVENUE,ST JOHNS PLACE,approvedLimited,"mon,tue,wed,thu,fri",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,16:00,,,,,2021-04-05T00:00:00,332.028925933,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((993774.9560037255 186272.7587378919, 993687.4656931311 185952.46410289407))"
129,Prospect Heights Neighborhood Development Council,16774,Brooklyn,UNDERHILL AVENUE,ATLANTIC AVENUE,ST JOHNS PLACE,approvedLimited,"mon,tue,wed,thu,fri",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,16:00,,,,,2021-04-05T00:00:00,332.17024107,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((993862.9213789701 186593.06977705657, 993774.9560037255 186272.7587378919))"
130,Prospect Heights Neighborhood Development Council,16780,Brooklyn,PACIFIC STREET,VANDERBILT AVENUE,UNDERHILL AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,22:00,2021-04-09T00:00:00,830.557037527,11/21/2021 12:00:00 AM,,"MULTILINESTRING ((993214.3534503877 187371.51343014836, 994015.4801289737 187152.3764012307))"
131,Public School 56 Lewis H. Latimer,16915,Brooklyn,DOWNING STREET,GATES AVENUE,PUTNAM AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,,2021-09-13T00:00:00,810.602396304,06/30/2022 12:00:00 AM,,"MULTILINESTRING ((995023.0571820587 188846.37629406154, 995144.5530020595 188044.93071848154))"
132,The Fresh Air Fund,17166,Brooklyn,PROSPECT PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,approvedFull,"mon,tue,wed,thu",08:00,17:00,08:00,17:00,8:00,17:00,08:00,17:00,,,,,,,2021-07-06T00:00:00,769.970341605,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((998864.56918405 184899.16240373254, 999632.4551154673 184842.5450628996))"
133,Bridge Street Development Corporation,17274,Brooklyn,TOMPKINS AVENUE,GATES AVENUE,HALSEY STREET,approvedFull,sun,,,,,,,,,,,,,10:00,20:00,2021-05-02T00:00:00,269.973137578,10/03/2021 12:00:00 AM,,"MULTILINESTRING ((999689.6794104725 189007.9967057258, 999730.0664688051 188741.0615440607))"
